id,entity_type,slug,name,question,finding,status,confidence,source_url,source_title,date_checked,notes
131,person,crafts/metalsdirectorypage/p214.htm,Alan Burton Thompson,alive/job/name-change,"Alan Burton Thompson (b. 1956) is a studio metalsmith/jeweler known for surreal, kitsch assemblage brooches made from found-object curiosities; his work is in the Smithsonian American Art Museum collection. He has continued to teach metals/jewelry workshops as faculty at Snow Farm: The New England Craft Program in Williamsburg, MA.",unknown,medium,https://americanart.si.edu/artist/alan-burton-thompson-29022 | https://www.snowfarm.org/workshops/faculty/alan-burton-thompson | https://canvas.snowfarm.org/instructors/114 | https://www.ganoksin.com/article/metalsmith-96-winter-exhibition-reviews/,,2026-05-29,"verified=not-needed; Strong identity match to the archived record: birth year 1956 matches the Smithsonian American Art Museum entry exactly. He is the well-documented jeweler of surreal/found-object assemblage brooches (featured in Metalsmith magazine, exhibited at Jewelerswerk Galerie, Washington DC, 1995). The archived ""currently teaching"" field was already ""n/a."" Current known affiliation is workshop faculty at Snow Farm (snowfarm.org/canvas.snowfarm.org instructor page exists). No name change found. No obituary found for this individual (the only obituaries returned are for unrelated people named Alan Thompson/Alan Burton). Could not load the Snow Farm faculty bio directly (JS-form page and a 429 rate limit), so exact current residence and whether his Snow Farm teaching is ongoing as of 2026 is unconfirmed — hence medium confidence. No evidence he holds a tenure-track/full-time institutional post (he is primarily an independent studio artist + workshop instructor)."
132,person,crafts/metalsdirectorypage/p22.html,Yu-Jin Cho,alive/job/name-change,"Yu-Jin Cho (조유진), born 1957, is a Korean metalsmith/silversmith and jeweler. Her education matches the archived record exactly (Hongik University BFA and MFA, plus an MFA from the University of Texas at Austin, ~1984-87). She spent her career as a metal-craft professor at Seoul National University of Science and Technology (SeoulTech) and held her retirement exhibition there in 2023, so she is now retired/emeritus. She is alive and still exhibiting.",retired-emeritus,high,https://yujin6686.seoultech.ac.kr/subList/20000004645 | https://metalartdesign.seoultech.ac.kr/d_introduction/prof_introduction | https://fineart.seoultech.ac.kr/about/prof/?togo=list&menu=8406&profidx=02153,,2026-05-29,"verified=not-needed; Match confirmed via SeoulTech faculty/artist profile (yujin6686.seoultech.ac.kr) whose education list — Hongik Univ. metal-craft BFA (1976-80), Hongik MFA (1980-82), University of Texas at Austin MFA in metal craft (1984-87), plus a later Hongik doctorate — matches the archived directory precisely. Name romanized consistently as Yu-Jin Cho / 조유진; NO name change found. The archived directory's 'currently teaching: n/a' simply reflects that it lacked her Korean affiliation. Status: she is NOT in the current SeoulTech Metal Art & Design faculty roster, and Korean sources document a 2023 retirement exhibition ('새로운 시작전' / 'New Beginning') at SeoulTech's Da Vinci Hall gallery — hence retired/emeritus. She remains alive and active as an exhibiting artist (works shown 2020-2023; silversmithing and metal jewelry, themes of nature/seasons). Born 1957 per archived record (~age 68); no obituary or death record found. Note: many unrelated same-name people exist (a UT Austin info-science PhD student, a K-pop singer, LinkedIn profiles) — those are NOT this person."
133,person,crafts/metalsdirectorypage/p23.html,Chunghi Choo,alive/job/name-change,"Chunghi Choo (b. May 23, 1938) is alive and is now Professor Emerita at the University of Iowa, where she founded and led the jewelry/metalsmithing program from 1968 until her retirement in 2015. Cranbrook MFA (1965) confirmed; no name change.",retired-emeritus,high,https://art.uiowa.edu/people/chunghi-choo | https://en.wikipedia.org/wiki/Chunghi_Choo | https://www.aaa.si.edu/collections/interviews/oral-history-interview-chunghi-choo-13621 | https://www.craftinamerica.org/artist/chunghi-choo/,,2026-05-29,"verified=not-needed; Archived record matches exactly: born 1938, University of Iowa since 1968, Cranbrook MFA (degree year 1965 per sources). She retired from active teaching in 2015 and is listed under Emeritus Faculty on the current UI faculty page; Wikipedia categorizes her as a living person with no death date. Internationally recognized for electroforming/electro-appliqué; work held by the Met, V&A, and Musée des Arts Décoratifs. No obituary found. Distinct from any same-named person in other fields."
134,person,crafts/metalsdirectorypage/p24.html,John M. Church,alive/job/name-change,"John M. Church taught metalsmithing, jewelry-making, and drawing at Interlochen Arts Academy from 1970 until his retirement in 2000; he died May 4, 2021, in Traverse City, Michigan.",retired-emeritus,high,https://www.interlochen.org/news/interlochen-mourns-passing-longtime-faculty-member-john-church | https://www.interlochen.org/stories/legacy-lives-lessons-and-land | https://www.facebook.com/interlochenalumni/posts/with-sadness-we-share-the-news-that-retired-visual-arts-instructor-john-church-p/3998292120239537/,,2026-05-29,"verified=confirmed; Definitive match to the archived record. Interlochen's own memorial confirms all biographical details: he attended Michigan Tech for two years, transferred to Western Michigan University (mentor Bob Engstrom), served in the army, then earned an MFA in metalsmithing from Cranbrook Academy of Art — matching the archived education exactly. Hired in 1970 by visual arts chair Jean Parsons and taught metalsmithing/jewelry/drawing until retiring in 2000 (so he was already retired, not ""currently teaching,"" by the archive's offline date). Born/raised in Midland, Michigan. Made wedding rings and holloware. No name change. Died May 4, 2021. Note: birth year (1938) was not independently confirmed by the obituary but is plausible and consistent."
135,person,crafts/metalsdirectorypage/p25.html,Sharon Church,alive/job/name-change,"Sharon Church (professionally also Sharon Church McNabb), the studio jeweler/metalsmith who began teaching at the Philadelphia College of Art in 1979, taught there 35 years (the school became the University of the Arts), retired in 2014 as professor emerita, and died December 25, 2022 at 74.",retired-emeritus,high,https://www.inquirer.com/obituaries/sharon-church-mcnabb-obituary-jewelry-university-arts-philadelphia-20230113.html | https://snagmetalsmith.org/2023/04/in-memoriam-sharon-church-1948-2022/ | https://en.wikipedia.org/wiki/Sharon_Church_(artist) | https://artjewelryforum.org/articles/obit_sharon-church_artistnatl-us_auth-lola-brooks_authnatl-us_1-25-2023/,,2026-05-29,"verified=confirmed; Strong identity match to the archived record: jeweler/metalsmith, born 1948, began at Philadelphia College of Art in 1979. The Philadelphia College of Art merged/became the University of the Arts (its Craft + Material Studies department); she retired in 2014 as professor emerita. Name: she used the married name ""Sharon Church McNabb"" (used by the Philadelphia Inquirer obituary headline); her husband was Phil McNabb. She kept ""Sharon Church"" as her professional/artist name throughout. Education per obituaries: BS from Skidmore College (1970, studied with Earl Pardon) and MFA from the School for American Craftsmen at Rochester Institute of Technology (1973, worked with Albert Paley) — consistent with the archived Skidmore + RIT/SAC record. The Bucknell University ""(none)"" entry in the archive could not be independently confirmed in sources found. Honors: ACC Fellow (2012), SNAG Lifetime Achievement Award (2018). Work held by Met, Philadelphia Museum of Art, MFA Boston, Yale, State Hermitage, and others."
136,person,crafts/metalsdirectorypage/p26.html,Hans Christensen,alive/job/name-change,"Hans Christensen (Hans Jørgen Thorvald Christensen), Danish-born American master silversmith, died in a car accident on January 16, 1983. He taught metalsmithing/jewelry at RIT's School for American Crafts from 1954 until his death and is the namesake of the Society of American Silversmiths' Hans Christensen Sterling Silversmith's Award.",no,high,https://en.wikipedia.org/wiki/Hans_Christensen_(silversmith) | https://www.aaa.si.edu/collections/hans-christensen-papers-7413/biographical-note | https://www.rit.edu/artoncampus/hans-christensen | https://www.silversmithing.com/1hans2.htm | https://archivesspace.rit.edu/repositories/2/resources/54,,2026-05-29,"verified=not-needed; Strongly documented historical figure. Archived ""School of Arts and Crafts"" education matches his training at the School for Arts and Crafts in Copenhagen (and Oslo); he also apprenticed/worked for Georg Jensen. Was a Fellow of the American Craft Council (1979). The archived directory's ""n/a"" for current teaching is consistent — he died decades before the directory went offline. No same-name confusion: this is unambiguously the metalsmith/jeweler. Name unchanged."
137,person,crafts/metalsdirectorypage/p27.html,Antonio Cirono,alive/job/name-change,"The archived ""Antonio Cirono"" is a misspelling of Antonio Cirino (1888-1983), an Italian-American RISD-trained jeweler/metalsmith, painter, and educator who served as Head of Teacher Training at the Rhode Island School of Design and authored a jewelry-making book. He died November 28, 1983.",no,high,https://salmagundi.org/antonio-cirino-1889-1983/ | https://vareikafinearts.com/artist/antonio-cirino/ | http://www.bertgallery.com/blog/2018/09/antonio-cirino-1888-1983/ | https://gallerymontanaro.com/artists/33-antonio-cirino-1888-1983/,,2026-05-29,"verified=confirmed; The directory's spelling ""Cirono"" is an error for ""Cirino""; all biographical evidence (RISD jewelry educator, author of a jewelry book, born 1888 Italy, Rhode Island) matches the metals/jewelry context, so this is the correct person and not a same-named confusion. He is best documented today as an Impressionist painter (Rockport/Cape Ann school), but his jewelry/metalwork and RISD teaching career are well attested. Birth year appears as 1888 in most sources, occasionally 1889. Deceased long before the directory went offline; archived ""currently teaching"" and ""education"" fields were marked n/a. No name change in the marriage/rename sense; flagged name_changed=true only to surface the archival misspelling correction."
138,person,crafts/metalsdirectorypage/p275.html,Kenneth C. Macbain,alive/job/name-change,"Kenneth C. MacBain is alive and still teaching at New Jersey City University, where he has been since 1994, as Associate Professor of Art and Head of the Jewelry/Metals Concentration. He remains an active contemporary studio jeweler.",yes,high,https://www.njcu.edu/directories/faculty-staff-directory/kenneth-macbain | http://www.kennethmacbain.com/ | http://www.kennethmacbain.com/pagecv | https://petersvalley.org/instructors/kenneth-macbain/ | https://www.artsy.net/artist/kenneth-macbain-1/about,,2026-05-29,"verified=not-needed; Strong, unambiguous match for the metalsmith/jeweler. Education matches the archive exactly (BFA Gold & Silversmithing, SUNY New Paltz 1986; MFA Metals, Tyler School of Art/Temple 1990). NJCU-since-1994 matches. Canonical professional spelling is ""MacBain"" (capital B); the archive's ""Macbain"" is the same person, not a name change. Current NJCU faculty directory lists him as active (kmacbain@njcu.edu, office P414); the directory's listed unit shows ""International Programs"" but his CV and the NJCU profile describe his role as Art Department / jewelry-metals. Active as of 2021-2022 (NJ State Council on the Arts Fellowship 2021, Peters Valley workshop 2021, Danaca Design Gallery exhibition 2022). No obituary; no name change. Birth year 1963 not separately confirmed but consistent with 1986 BFA / 1990 MFA timeline."
139,person,crafts/metalsdirectorypage/p28.html,Christine Clark,alive/job/name-change,"Christine Clark is alive and active. She taught metals/jewelry at Oregon School of Arts and Crafts (renamed Oregon College of Art and Craft) from 1983 to 2019, heading the Metals Department 1985–2018; OCAC closed in 2019. She now works as an independent sculpture/installation artist and is co-owner of Ninety-Twenty Studios, a maker/education space in Portland.",no,high,https://www.cclarkstudio.com/about | https://artjewelryforum.org/interviews/christine-clark/ | https://www.ninetytwentystudios.com/christine-clark | https://www.jmkac.org/artist/clark-christine/ | https://www.arts.wa.gov/collection/artist-collection/?id=2964,,2026-05-29,"verified=confirmed; Strong, unambiguous match to the metals/jewelry educator: BFA University of Washington, MFA Rochester Institute of Technology (School for American Craftsmen), and the archived OSAC/OCAC metals teaching post all confirmed by her own site and multiple sources. Archived ""since 1984"" aligns with her own ""1983"" start. The archived job no longer exists — Oregon College of Art and Craft (the successor name to Oregon School of Arts and Crafts) permanently closed in 2019. No evidence of any name change. The Montana ""Undergraduate (none)"" in the archived record is plausibly an incomplete enrollment; not separately verified."
140,person,crafts/metalsdirectorypage/p29.html,Thelma Coles,alive/job/name-change,"Thelma R. Coles, the metals/jewelry educator archived at UT Austin (MA San Diego State 1978), is now listed as Professor Emeritus in UT Austin's Department of Art and Art History. No name change and no obituary found, so her living status is unknown.",retired-emeritus,medium,https://catalog.utexas.edu/archive/2015-16/undergraduate/fine-arts/faculty/ | https://catalog.utexas.edu/archive/2014-15/undergraduate/fine-arts/faculty/ | https://snagmetalsmith.org/product/metalsmith-magazine-vol-6-no-3-summer-1986/ | https://www.ganoksin.com/article/metalsmith-96-summer-exhibition-reviews/ | https://jewelclark.com/about/ | https://sites.utexas.edu/rfsa/in-memoriam/,,2026-05-29,"verified=not-needed; Identity confidently confirmed as the correct metalsmith, not a same-named person: official UT Austin faculty catalog lists ""Thelma R Coles, Professor Emeritus, Art and Art History, MA San Diego State University 1978"" — matching the archived record's institution (UT Austin) and SDSU graduate education. Her metalsmith credentials are corroborated by a 1986 Metalsmith magazine profile (""Thelma Coles: The Art of Tenuous Affiliations"" by Elizabeth Skidmore Sasser, Vol. 6 No. 3) and inclusion in the 1996 ""Textile Techniques in Metal"" exhibition at Mobilia Gallery (her piece ""Obstacles,"" 1988, magnetic wire/stainless/paint/fiber), tied to Arline Fisch's SDSU lineage. She was a metals/jewelry teacher at UT Austin (former student Jewel Clark cites studying metals/jewelry under her). NAME CHANGE: none found; official name is ""Thelma R. Coles."" JOB STATUS: moved from active faculty (archived job) to Professor Emeritus — appears as emeritus in UT Austin's 2014-15 and 2015-16 catalogs. ALIVE: no obituary located; not present on UT Austin's faculty In Memoriam page. Born 1952 (~74 now). No death evidence, but no positive living confirmation either, so marked unknown. Could not find an active personal artist website or a current (post-2016) institutional page. The ""born 1952"" detail was not independently verified in sources found."
141,person,crafts/metalsdirectorypage/p3.html,Joe Reyes Apodaca,alive/job/name-change,"Joe Reyes Apodaca, the RIT-trained metalsmith and studio jeweler (Tucson-born, later based in Lake Oswego, Oregon, with wife and collaborator Linda Apodaca), died April 25, 2024 at age 82. He headed the Metals Dept. at Oregon School of Arts & Crafts 1980–1986 and has work in the Smithsonian Renwick Gallery and the Museum of Arts and Design's OBJECTS: USA collection.",no,high,https://lakeoswegoreview.com/2024/07/05/joe-reyes-apodaca/ | https://westlinntidings.com/2024/07/05/joe-reyes-apodaca/ | https://americanart.si.edu/artist/joe-reyes-apodaca-115 | https://mimi.willamette.edu/f/historical/c/MOCC/a/8599,,2026-05-29,"verified=confirmed; Identity is unambiguous: obituary explicitly confirms the RIT School for American Craftsmen metals/jewelry background matching the archived record. The ""currently teaching at: n/a"" in the archive is consistent — he was a studio jeweler, not on a current faculty when archived. Minor discrepancy: the archived record lists his RIT graduate degree as ""BFA,"" but the obituary states he earned an MFA from RIT. The University of Arizona ""(none)"" likely refers to early jewelry classes taken in Tucson without a degree. No name change. He worked in lifelong collaboration with his wife Linda (née Woltjes) Apodaca, also an RIT metals graduate, married 1967."
142,person,crafts/metalsdirectorypage/p30.html,Robert Coogan,alive/job/name-change,"Robert ""Bob"" Coogan (b. 1952), the metalsmith/jeweler/bladesmith confirmed by the archived record, founded and headed the metals program at Tennessee Tech's Appalachian Center for Craft starting 1981 and retired in 2015 after ~34 years. No name change; no credible obituary for him was found (a 2021 obit is for a different Robert Coogan born 1958), so living status is unconfirmed.",retired-emeritus,high,https://www.metalmuseum.org/post/2018/02/20/inside-the-collection-robert-coogan | https://www.tntech.edu/fine-arts/craftcenter/ | https://www.linkedin.com/in/bob-coogan-3b00b324 | https://www.wintervillefuneralcare.com/obituaries/Robert-Bob-J-Coogan?obId=21987257,,2026-05-29,"verified=not-needed; Archived record matches this person exactly: born 1952, BA Humboldt, MFA Cranbrook, at Appalachian Center for Craft since 1981. He retired from ACC in 2015, so he is no longer in the archived teaching job. No evidence of a name change. A Winterville (GA) funeral-home obituary for a ""Robert Bob J. Coogan"" is a DIFFERENT person (born 1958, died 2021, no metalsmithing connection) — do not conflate. No obituary found for the 1952 metalsmith; an active LinkedIn (Tennessee Tech) and Facebook profile exist, suggesting he is likely alive, but nothing confirms status as of 2026, so 'alive' is marked unknown. He worked across jewelry, hollowware, blacksmithing and bladesmithing; ~700 students over 35 years; subject of multiple Metal Museum exhibitions (e.g., 1990 solo show ""Beyond the Blade"")."
143,person,crafts/metalsdirectorypage/p31.html,Joe Edward Cornett,alive/job/name-change,"Joe Cornett Sr., a Vietnam veteran who turned to jewelry making and went on to teach jewelry/metals at Northern Arizona University, is a Flagstaff, AZ metalsmith. He appears to have retired from NAU and now exhibits independently; recent group-show coverage describes him as alive and active (age ~71).",retired-emeritus,medium,https://azdailysun.com/entertainment/arts-and-theatre/cornett-family-displays-work-at-biennial-art-exhibit/article_e260dea3-68f6-5b9e-b198-5f5c8f79c82f.html | https://joecornettphotography.com/about | https://www.lensculture.com/joe-cornett,,2026-05-29,"verified=disputed; Correction to default ""alive"" flag: I am marking alive=YES in spirit (no obituary exists for the Flagstaff jeweler), but the enum field is constrained — see below. Evidence strongly supports he is ALIVE: he personally exhibited in a Flagstaff group show (""Local: Color"" biennial) alongside his two sons, described as 71 years old, which is consistent with a 1948 birth. Identity match: an AZ Daily Sun feature confirms a Joe Cornett Sr. who ""eventually taught jewelry at Northern Arizona University (NAU) in Flagstaff,"" matching the archived NAU-since-1980 record. IMPORTANT disambiguation: his son Joe Cornett Jr. is a prominent Flagstaff concert/fine-art PHOTOGRAPHER (MFA SFAI, BFA ASU) who dominates search results — do not conflate the son's photography career with the father's metals/jewelry career. No name change. No current NAU faculty listing found, so he is treated as retired/emeritus from the archived teaching post; he now works as an independent exhibiting jeweler. No obituary for this individual exists (the Maggard/Kentucky, Sedalia/MO, Altus/OK, and Denton/TX 'Joe Cornett' obituaries are unrelated people). Confidence medium: living status and identity well-supported; exact current year and formal emeritus status not independently confirmed."
144,person,crafts/metalsdirectorypage/p32.html,Lane Coulter,alive/job/name-change,"Lane Coulter (b. 1944), metalsmith/jeweler and metals-arts educator, taught jewelry at the Institute of American Indian Arts in Santa Fe; he has since left teaching and co-owns CoulterBrooks Art and Antiques gallery in Santa Fe with Jan Brooks. Name unchanged; no obituary found.",no,medium,https://www.adobegallery.com/books/authors/Lane_Coulter_et_al39526907 | https://en.wikipedia.org/wiki/Heidi_BigKnife | https://www.adobegallery.com/artist/shane-r-hendren-1970- | https://www.unmpress.com/9780826315250/new-mexican-tinwork-1840-1940/ | http://www.coulterbrooks.com/gallery | https://www.linkedin.com/in/lane-coulter-01b73413/,,2026-05-29,"verified=confirmed; CORRECTION on the 'alive' field: no obituary or death record was found, and multiple recent sources show him actively co-running CoulterBrooks Art and Antiques (a Santa Fe gallery he runs with partner Jan Brooks) as a studio artist/curator/writer/educator. The correct status is 'unknown' leaning alive (no death evidence). Identity confirmed as the metalsmith/jeweler: IAIA students Heidi BigKnife (Wikipedia) and Shane R. Hendren (Adobe Gallery) both name 'Lane Coulter' as their jewelry teacher at IAIA; he holds an MFA and is author of 'New Mexican Tinwork, 1840-1940' (Univ. of New Mexico Press) and editor of 'Navajo Saddle Blankets.' He is male (one search-summary mistakenly used 'her'; corrected by Adobe Gallery and book-author pages). Education in archived record (Univ. of Illinois-Urbana BFA; Univ. of Oklahoma MFA) is consistent with sources noting he taught at the University of Oklahoma. He is NO LONGER in the archived IAIA teaching job; now gallery owner. Could not confirm exact retirement year or formal 'emeritus' title. Confidence medium: identity and 'moved on from IAIA' well-supported; alive-status inferred from continued gallery activity rather than a direct recent confirmation. NOTE: the 'alive' enum was set to 'unknown' as the best-supported value despite an earlier placeholder."
145,person,crafts/metalsdirectorypage/p33.html,Nancy Megan Corwin,alive/job/name-change,"Confirmed as the metalsmith/jeweler and author of ""Chasing and Repoussé: Methods Ancient and Modern"" (2009), professionally active and exhibiting through at least 2019. Her own site styles her name ""Nancy Mēgan Corwin"" (macron over the e) — a stylistic spelling, not a real name change.",unknown,medium,https://nancymegancorwin.com/ | https://nancymegancorwin.com/about/cv/ | https://nancymegancorwin.com/about/ | https://facerejewelryart.com/pages/nancy-megan-corwin | https://artjewelryforum.org/interviews/nancy-magan-corwin-marine-life-evolved/,,2026-05-29,"verified=confirmed; No obituary found; ""likely-deceased"" is NOT supported by any death source — I set alive based on a judgment call but found NO death evidence, so this should be read as: no obituary located, last confirmed active ~2019. (Treat alive status as effectively unknown; no source indicates death.) IMPORTANT DISCREPANCY: the archived record's undergraduate education (Eckerd College BA / Stetson University) does NOT match her own CV, which lists BA in Art/Ethnomusicology (1974) and MFA in Art Metals (1983) BOTH from University of Wisconsin-Madison. The archived MFA from UW-Madison is correct; the Eckerd/Stetson undergraduate claims are unverified and contradicted by her CV. The archived ""Pratt Fine Arts Center since 1992"" is consistent — Pratt (Seattle) is among institutions where she has taught, though she also held adjunct posts in California. Born 1951 not independently confirmed but plausible (BA 1974). Could not confirm whether she still teaches at Pratt or California colleges currently (sources date to ~2019)."
146,person,crafts/metalsdirectorypage/p34.html,Key Cory,alive/job/name-change,"The archived ""Key Cory"" is a transcription/OCR error for Ken (Kenneth) Cory, the renowned art jeweler. Birth year (1943) and education (CCAC BFA, Washington State University MFA) match exactly. He died of heart failure in January 1994 at age 50; he was a longtime professor at Central Washington University, not in the archived n/a posting.",no,high,https://archive.seattletimes.com/archive/?date=19940129&slug=1892098 | https://americanart.si.edu/artist/ken-cory-18644,,2026-05-29,"verified=confirmed; Strong identity match: born 1943, BFA from California College of Arts and Crafts (Oakland), MFA from Washington State University - Pullman, all match the archived record. The archived name ""Key Cory"" is almost certainly a misreading of ""Ken Cory."" His primary teaching career was at Central Washington University (Ellensburg) for ~20 years, plus two earlier years teaching at CCAC. He died Jan 16, 1994 (heart failure, age 50). His work is collected by the Smithsonian American Art Museum. The archived ""currently teaching at: n/a"" is consistent with his having already died before the directory was current. This is a name correction (Key -> Ken), not a marriage/professional rename."
147,person,crafts/metalsdirectorypage/p35.html,Margaret Craver,alive/job/name-change,"Margret Craver (the directory's ""Margaret"" is a spelling variant) was a pioneering American studio jeweler, metalsmith, and enamelist (1907–2010) who studied at the University of Kansas; she died in 2010 at age 103.",no,high,https://en.wikipedia.org/wiki/Margret_Craver | https://americanart.si.edu/artist/margret-craver-1035 | https://craftcouncil.org/recognition/margret-craver | https://www.aaa.si.edu/collections/interviews/oral-history-interview-margret-craver-withers-12686,,2026-05-29,"verified=not-needed; Canonical professional spelling is ""Margret Craver"" (not ""Margaret""). She married Charles C. Withers in 1950 (he died 1985) and is sometimes listed as ""Margret Craver Withers"" (e.g., her Smithsonian Archives of American Art oral history), but she continued to work professionally under her maiden name, so this is not a true professional name change. She revived the en résille enameling technique. Education matches the archive (University of Kansas). She was a workshop/department founder and trainer rather than a sitting university faculty member, consistent with the archived ""n/a"" for currently teaching. Confidence high: birth/death dates and identity confirmed across Wikipedia, Smithsonian American Art Museum, and American Craft Council."
148,person,crafts/metalsdirectorypage/p36.html,Michael Croft,alive/job/name-change,"Michael Flynt Croft, metalsmith/jeweler and past president of the Society of North American Goldsmiths, taught metals at the University of Arizona from 1972; he is no longer in the school's current directory, consistent with retirement. No obituary found, but his status could not be confirmed.",retired-emeritus,medium,https://americanart.si.edu/artist/michael-croft-1049 | https://archive.catalog.arizona.edu/faculty/994/artx.html | https://art.arizona.edu/about/directory/ | https://www.aaa.si.edu/collections/society-north-american-goldsmiths-records-11070,,2026-05-29,"verified=not-needed; Identity firmly confirmed and matches the archived record: BFA University of New Mexico (1963), MFA Southern Illinois University (1965), Professor of Art at U of Arizona hired 1972 (archived U of A faculty catalog gives middle name ""Flynt""). SNAG past president (served as VP under Arline Fisch). SAAM lists birth year 1942 and birthplace Minneapolis, MN — a one-year discrepancy with the directory's 1941; otherwise consistent. He is NOT in the current University of Arizona School of Art directory (checked art.arizona.edu/about/directory), supporting retired/emeritus status; would be ~83-84 now. NO name change found. NO obituary found for the metalsmith — a ""Michael William Croft"" obituary exists on kennedyfh.com but has no metals/Arizona connection and is treated as a different person. The active LinkedIn ""Michael 'Mick' Croft - Division Head and Professor"" is most likely a different/younger person and not confirmed as this subject. Alive status marked 'unknown' honestly: no current record either way, but no death evidence."
149,person,crafts/metalsdirectorypage/p37.html,Virginia Wireman Cute,alive/job/name-change,"No retrievable online source documents Virginia Wireman Cute as a jeweler/metalsmith educator; her identity, current status, and any name change could not be verified. She is plausibly a mid-20th-century Philadelphia figure (Moore College BA, Univ. of Pennsylvania MFA), but nothing online confirms birth/death, role, or married/professional name change.",unknown,low,https://www.findagrave.com/memorial/24791533/katharine-wireman | https://delart.org/wp-content/uploads/2020/06/Wireman-Katharine.pdf | https://www.enamelarts.org/collection/full-collection/ | https://moore.edu/about/,,2026-05-29,"verified=disputed; Extensive searching (institution faculty pages, artist sites, Wikipedia, SNAG/snagmetalsmith.org, Enamel Arts Foundation, Philadelphia Museum of Art, Find a Grave, obituaries, genealogy) returned NO discrete record under ""Virginia Wireman Cute,"" ""Virginia Cute,"" ""Virginia W. Cute,"" or ""Virginia Wireman."" All hits were spurious: the unrelated anonymous ""Philadelphia Wireman"" sculptor; illustrator Katharine Richardson Wireman (1878-1966, Philadelphia Quaker, three daughters) who shares the surname and could conceivably be a relative but with NO documented link to a daughter named Virginia; enamelist Virginia Dudley (a different person); and generic noise. The archived Tyler record itself shows ""currently teaching: n/a,"" so the directory placed her at no current institution. ""Wireman"" is likely her maiden name and ""Cute"" a married name, but this is inference, not a confirmed name-change finding. Honest verdict: identity not confirmed; alive/deceased, name change, and last-known role all unknown. No source URL is asserted because none was found about this specific person."
150,person,crafts/metalsdirectorypage/p39.html,Marilyn Dasilva,alive/job/name-change,"Marilyn da Silva (b. 1952), the metalsmith/enamelist known for gesso-and-colored-pencil narrative metalwork, is alive and is now Professor Emerita of the Jewelry & Metal Arts Program at California College of the Arts — the same school as the archived ""California College of Arts and Crafts"" (CCAC was renamed CCA in 2003), where she has taught since 1987. She is now retired/emerita rather than the active department head.",retired-emeritus,high,https://en.wikipedia.org/wiki/Marilyn_da_Silva | http://www.marilyndasilva.com/about | https://www.craftcouncil.org/recognition/marilyn-da-silva | https://montgomery.dartmouth.edu/people/marilyn-da-silva,,2026-05-29,"verified=not-needed; Archived name ""Marilyn Dasilva"" is simply a despaced rendering of ""Marilyn da Silva"" — NOT a name change; same person, no married/professional rename found (married to fellow metalsmith Jack da Silva). The archived institution ""California College of Arts and Crafts"" is the same institution as today's ""California College of the Arts"" (CCAC renamed CCA in 2003), so this is the SAME job/institution, not a move. Status changed from active professor/department head to Professor Emerita (retired). Born 1952 in Akron, Ohio. Education (archived ""n/a""): BS Art Education, Bowling Green State University; MFA Jewelry Design & Metalsmithing, Indiana University Bloomington. Wikipedia lists her under ""Living people,"" age 73-74, no obituary or death record found. Honorary Fellow American Craft Council (2007), Master Metalsmith (National Ornamental Metal Museum, 1999), Master of the Medium (James Renwick Alliance, 2017), Montgomery Fellow at Dartmouth (2022)."
151,person,crafts/metalsdirectorypage/p4.html,Ellen Rose-Auyong,alive/job/name-change,"Ellen Rose Auyong was a jewelry maker/metalsmith and Professor of Visual Arts at the University of North Dakota; she retired in 1999 and died March 28, 2008.",retired-emeritus,high,https://www.grandforksherald.com/newsmd/ellen-rose-auyong | https://www.normanfuneral.com/obituary/866862 | https://commons.und.edu/uac-all/1069/,,2026-05-29,"verified=confirmed; Definitive match: obituary confirms maiden name Rose, married Theodore Auyong in 1970 (hence the archived ""Rose-Auyong"" hyphenation — not a separate name change), born 1934 in Missouri, education at William Woods, Central Methodist College, and a master's at University of Missouri-Columbia, and a UND art faculty career as a ""gifted teacher, jewelry maker, metalsmith and small sculptor."" Archived ""since 1972"" predates the 1999 retirement consistently. She is deceased (2008), so she is no longer in the role; emeritus/retired status applies as of 1999."
