id,slug,name,program_started,degrees,source_url,source_ts,fc_still_exists,fc_current_name,fc_current_chair,fc_current_status,fc_what_happened,fc_current_link,fc_confidence,fc_verified,fc_sources,fc_checked,fc_succession_status,fc_current_faculty
62,crafts/metalsdirectorypage/s172.html,Slippery Rock University,,"B.A, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s172.html,,yes,"Art, BFA — Concentration in Metalsmithing","Sean Macmillan — Professor of Metalsmithing and Chairperson of the Art Department (MFA, Jewelry & Metalsmithing, University of Kansas, 2005; BFA, Edinboro University of PA, 2000). sean.macmillan@sru.edu / 724.738.4289","Active. Offered as a Bachelor of Fine Arts (BFA) in Art with a Concentration in Metalsmithing (78 major credits; 120 total for graduation). Sits in the Art Department, College of Liberal Arts, Slippery Rock University (a PASSHE institution). Covers jewelry/adornment, functional metalwork, and fine metal sculpture; uses the dedicated 3,145-sq-ft Art Metals Building.","Continuation. The metals/jewelry offering survived as a named BFA Metalsmithing concentration within the Art Department and remains current as of 2026. Notably, the same person who teaches metalsmithing, Sean Macmillan, is also the Art Department chairperson, indicating the metals area is stable and central rather than at risk. No closure, merger, or rename of the metals area was found; the broader Art Department sits in the College of Liberal Arts.",https://catalog.sru.edu/undergraduate/liberal-arts/art/art-bfa-concentration-metalsmithing/,high,not-needed,https://catalog.sru.edu/undergraduate/liberal-arts/art/art-bfa-concentration-metalsmithing/ | https://www.sru.edu/academics/majors-and-minors/art-bfa-concentration-in-metalsmithing | https://www.sru.edu/academics/colleges-and-departments/cla/departments/art/faculty | https://www.sru.edu/academics/colleges-and-departments/cla/departments/art | https://www.sru.edu/academics/colleges-and-departments/cla/departments/art/facilities,2026-05-29,active-with-dedicated-faculty,"Sean Macmillan (Professor of Metalsmithing; Chairperson, Art Department)"
63,crafts/metalsdirectorypage/s173.html,Southeastern Louisiana University,,,http://www.temple.edu/crafts/metalsdirectorypage/s173.html,,no,Department of Visual Art + Design,,"No dedicated metals/jewelry/metalsmithing concentration. The Department of Visual Art + Design (College of Arts, Humanities and Social Sciences) offers a BA in Art with concentrations in Art Education, Art History, Ceramics, Drawing, Graphic Design, New Media and Animation, Painting, Photography, Printmaking, Sculpture, and Theatre Design. Metalworking exists only within Sculpture (casting, welding, fabrication).</current_status>
<current_link>https://www.southeastern.edu/department-of-visual-art-design/degrees/</current_link>
<what_happened>No evidence of a dedicated metals/jewelry program currently or historically at Southeastern. As of 2026 the Department of Visual Art + Design offers a BA in Art whose closest metals content is the Sculpture concentration. The archived directory record was thin (start date unknown, faculty n/a), consistent with there never being a distinct metalsmithing/jewelry concentration. UL Lafayette is described as the only standalone Metalwork and Jewelry program in Louisiana. No closure/merger/rename news found because there appears to have been no standalone program to close.</what_happened>
<notes>Archived record listed metals start unknown and faculty n/a, signaling a marginal entry. Current catalog/department pages show NO metals or jewelry concentration; metal fabrication appears only within Sculpture. No historical record of a dedicated metals/jewelry program at Southeastern was found. Confidence medium because pre-2014 absence-of-evidence is weaker than confirmed closure; current non-existence is confirmed. No metals-specific chair exists.</notes>
</invoke>
",,,medium,verify-failed,https://www.southeastern.edu/department-of-visual-art-design/degrees/,2026-05-29,,
64,crafts/metalsdirectorypage/s174.html,Southern Connecticut State University,,"B.S, B.A",http://www.temple.edu/crafts/metalsdirectorypage/s174.html,,yes,"Jewelry/Metals concentration, Art and Design (B.A. / B.S. in Studio Art)","Terrence Lavin, chair and professor of Art and Design (oversees the jewelry-metals specialization, per 2023 university news article)","Active. Offered as a Jewelry/Metals concentration within the Studio Art track of the Art and Design B.A./B.S. degrees, housed in the Department of Art and Design (Earl Hall). Confirmed current in the 2026-2027 academic catalog. Described as the only academic metals program in Connecticut (public or private). Studio holds up to 14 students per course; equipment ranges from traditional metalsmithing tools to a laser welder and 3D printer.","Continuation. The metals/jewelry program has continued uninterrupted since ~2014 and remains active. The old www2.southernct.edu studio-art URL from the archived directory era was superseded by the current www.southernct.edu site, but the program itself was not closed, merged, or renamed — it persists as the Jewelry/Metals concentration in Art and Design. A 2023 university news feature confirmed it as a small but full enrollment program led by chair Terrence Lavin, who has been integrating 3D-printing/contemporary fabrication alongside traditional metalsmithing.",https://www.southernct.edu/program/art-and-design-bs-jewelry-metals,high,not-needed,https://www.southernct.edu/program/art-and-design-bs-jewelry-metals | https://catalog.southernct.edu/undergraduate/programs-and-degrees/art-and-design-bs-concentration-jewelry-metals.html | https://news.southernct.edu/2023/07/11/creative-pursuits-jewelry-and-metals/ | https://www.southernct.edu/academics/art,2026-05-29,active-with-dedicated-faculty,"Terrence Lavin (Professor of Jewelry/Metals (and Chair, Department of Art and Design))"
65,crafts/metalsdirectorypage/s175.html,Southern Illinois University Carbondale,1959,"B.F.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s175.html,,yes,"Metalsmithing (Blacksmithing & Small Metals), School of Art and Design",Metals/blacksmithing area led by Rick Smith (Professor) with Sun Kyoung Kim (Associate Professor). School of Art and Design Interim Director: Robert A. Lopez (2025-2026).,"Active and thriving. Degrees offered: BFA in Studio Art: Metalsmithing (120 cr); MFA in Art: Blacksmithing; MFA in Art: Small Metals (60 cr min). The MFA blacksmithing track is billed as the only one in the nation. Sits in the School of Art and Design (one of nine MFA studio areas), now under the College of Arts and Media at SIU Carbondale. Blacksmithing studio is named for L. Brent Kington; an endowed L. Brent Kington Professorial Chair was created in 2006.","Continuation with leadership transition. The historic metals program (founded 1959; built by L. Brent Kington in blacksmithing and Richard Mawdsley in fine metals/small metals, both now Professors Emeriti) continues uninterrupted. Since ~2014, day-to-day faculty leadership passed to Rick Smith and Sun Kyoung Kim. The program remains within the School of Art and Design, which has been reorganized administratively (now under the College of Arts and Media); the school's interim director is Robert A. Lopez for 2025-2026. The archived faculty (Kington d. 2013, Mawdsley, Mary Lee Hu) reflect the program's historical lineage; the program is actively recruiting and exhibiting today.",https://academics.siu.edu/design/art/program-tracks/metalsmithing.php,high,not-needed,https://academics.siu.edu/design/art/program-tracks/metalsmithing.php | https://academics.siu.edu/design/art/masters/ | https://academics.siu.edu/design/art/ | https://news.siu.edu/2006/02/021406tc6032.php | https://catalog.siu.edu/programs/ad/faculty.php | https://soad.siu.edu/,2026-05-29,active-with-dedicated-faculty,Rick Smith (Professor (blacksmithing & metalsmithing)); Sun Kyoung Kim (Associate Professor (metalsmithing & jewelry))
66,crafts/metalsdirectorypage/s177.html,Southwest School of Art and Craft,,,http://www.temple.edu/crafts/metalsdirectorypage/s177.html,,merged-renamed,"UTSA PACE Community Art — Jewelry & Metals (UTSA Southwest Campus, formerly Southwest School of Art)","Not published as a single named head/chair; classes run through UTSA PACE Community Art (Metals Department), contact communityart@utsa.edu.","Metals/jewelry continues primarily as open-enrollment community/continuing-education classes (""Jewelry & Metals,"" Metals Department) through UTSA Professional and Continuing Education (PACE) Community Art at the UTSA Southwest Campus. The former independent school's BFA moved into UTSA's College of Liberal and Fine Arts (School of Art), but jewelry/metals is NOT listed as a degree-granting BFA studio concentration there (concentrations are ceramics, drawing, new media, painting, photography, printmaking, sculpture). So the metals offering now lives as community art, not a degree program.","The Southwest School of Art and Craft (renamed ""Southwest School of Art"" in 2010) operated as Texas' only independent art college. In Aug 2021 UTSA announced a merger/acquisition; the deal finalized in late 2021 and integration completed by July 2022. The campus became the UTSA Southwest Campus within UTSA's College of Liberal and Fine Arts. The BFA program moved to UTSA; community classes (including jewelry/metals) continued on-site under UTSA PACE Community Art. The standalone ""Southwest School of Art"" institution and its independent metals degree path no longer exist as such; the metals/jewelry instruction continues as UTSA community art classes.",https://www.utsa.edu/pace/community-art/adult/jewelry.html,high,verify-failed,https://arts.utsa.edu/about/history/ | https://www.utsa.edu/today/2022/07/story/utsa-completes-integration-with-southwest-school-of-arts.html | https://sanantonioreport.org/utsa-southwest-school-of-art-merger-2/ | https://www.utsa.edu/president/2022/07/story/2022-07-26-SSA-update.html | https://www.utsa.edu/pace/community-art/adult/jewelry.html | https://www.utsa.edu/pace/community-art/adult.html | https://catalog.utsa.edu/undergraduate/liberalfinearts/art/,2026-05-29,active-with-dedicated-faculty,"Jillian (Jill) Sortore (Professor of Instruction, Art & Art History (Sculpture and Metals) — UTSA School of Art; lead/advanced metals faculty (jillian.sortore@utsa.edu)); Sulo Bee (Metals/jewelry community-art instructor (interdisciplinary metalsmith; MFA SUNY New Paltz)); Denise McCoy (Jewelry & Metals instructor (Advanced Metals) — UTSA Community Art); Tobin Nieto (Jewelry & Metals instructor — UTSA Community Art); Alejandra Salinas Pérez (Jewelry & Metals instructor — UTSA Community Art); Juan Ramos (Jewelry & Metals instructor — UTSA Community Art); Kemp Davis (Jewelry & Metals instructor — UTSA Community Art); Laura Quiñones (Jewelry-Making instructor — UTSA Community Art); Lisa Nigro (Jewelry & Metals instructor — UTSA Community Art); Michael O'Brien (Jewelry & Metals instructor — UTSA Community Art); Michelle Love (Jewelry & Metals instructor — UTSA Community Art); Nancy Cavender-Garcia (Jewelry & Metals instructor — UTSA Community Art)"
67,crafts/metalsdirectorypage/s180.html,Southwest Missouri State University,,"B.S, B.A, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s180.html,,merged-renamed,Missouri State University — Department of Art and Design (Metals & Jewelry / 3D Studies),"Mitzi K. Kirkland-Ives, PhD — Interim Department Head, Department of Art and Design (not the metals instructor; metals/jewelry-specific faculty member named on the dept faculty page but not captured by name here)","Active. Metals & Jewelry is one of three areas in the 3D Studies track (with Ceramics and Sculpture) of the BFA in Art and Design, in the Department of Art and Design. The department also offers a BA in Visual Arts and Culture, BSEd Art Education, BS Electronic Arts, MAE, and an MFA in Visual Studies (so graduate-level metals work is possible). Curriculum spans traditional metalsmithing (fabrication, stone setting, casting, forming, enameling) plus digital tools (3D design software, resin printing, laser cutting).","Continuation under a new institutional name. Southwest Missouri State University was renamed Missouri State University in 2005 (state legislation). The metals/jewelry curriculum survived the renaming and remains active as the Metals & Jewelry area within the 3D Studies track of the BFA. No closure or program merger of the metals offering was found; the only ""merge/rename"" event is the university-wide renaming. Department leadership currently shows Mitzi K. Kirkland-Ives as Interim Department Head (recent, post-2014 leadership change at the department level).",https://art.missouristate.edu/Undergraduate/3d-studies-track.htm,high,verify-failed,https://art.missouristate.edu/Undergraduate/3d-studies-track.htm | https://art.missouristate.edu/ | https://art.missouristate.edu/people.htm | https://catalog.missouristate.edu/preview_entity.php?catoid=13&ent_oid=726 | https://art.missouristate.edu/Undergraduate/default.htm,2026-05-29,active-with-dedicated-faculty,Jin A. Seo (Associate Professor (Metals & Jewelry))
68,crafts/metalsdirectorypage/s181.html,Southwest Texas State University,,"B.A, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s181.html,,merged-renamed,Texas State University — School of Art and Design (Studio Art: Metals),"Adam Atkinson — Assistant Professor, Area Head, Studio Arts: Metals (other metals faculty: Nicole DesChamps-Benke, Laritza Garcia Janiga). School-wide director not confirmed by name.","Metals is one of seven studio areas within the BFA in Studio Art. Under a fall-2024 curriculum revision, students no longer declare a named concentration, but Metals remains a fully staffed area of study (Beginning/Intermediate/Advanced Metals courses). Degrees in the School of Art and Design: BA in Art, BA in Art History, BFA in Studio Art (includes Metals), plus BFA in Art Education, Communication Design, and Photography. The School of Art and Design (within the College of Fine Arts and Communication) is the home unit. Note: TXST's graduate studio MFA is in Communication Design; metals is offered at the undergraduate BFA level.","Continuation with growth, not closure. Southwest Texas State University was renamed Texas State University–San Marcos in 2003 (now Texas State University), so the archived institution name is outdated but the program continues. Beverly Penn (archived as ""1990 to present"") built the metals program from ~900 to ~4,000 sq ft and remained the lead metals faculty member for decades; she retired and was named Distinguished Professor Emerita (~2024-2025), with a 30-year retrospective ""Foregrounding Paradise"" at Texas State Galleries. Leadership of the metals area has transitioned to Adam Atkinson (Area Head), supported by Nicole DesChamps-Benke and Laritza Garcia Janiga. The art unit is now the ""School of Art and Design."" Since ~2014 the program has continued as one of the more highly regarded undergraduate metals programs, with the main change being the 2024 BFA curriculum revision (no declared concentration) and the Penn retirement / leadership handoff.",https://www.finearts.txst.edu/Art/academics/undergraduate/studio-art.html,high,verify-failed,https://www.finearts.txst.edu/Art/academics/undergraduate/studio-art.html | https://www.finearts.txst.edu/Art/academics/undergraduate/studio-art/studio-curriculum.html | https://www.finearts.txst.edu/Art/faculty.html | https://mycatalog.txstate.edu/undergraduate/fine-arts-communication/art-design/ | https://faculty.txst.edu/profile/1921519 | https://universitystar.com/34334/life-and-arts/faculty-alumni-arrange-decades-of-metalsmithing/ | https://glasstire.com/2026/03/03/disturbance-loving-species-a-conversation-with-beverly-penn/,2026-05-29,active-with-dedicated-faculty,"Adam Atkinson (Assistant Professor, Area Head – Studio Arts: Metals); Nicole DesChamps-Benke (Professor of Instruction, Studio Art: Metals; Fabrication Lab Manager); Laritza Garcia Janiga (Associate Professor of Instruction, Studio Art: Metals/3D Design)"
69,crafts/metalsdirectorypage/s182.html,Spokane Falls Community College,,,http://www.temple.edu/crafts/metalsdirectorypage/s182.html,,no,Spokane Falls Community College (Fine Arts / Art Department),,"No jewelry/metals/metalsmithing program currently offered. SFCC's Art department offers an Associate in Fine Arts (AFA) with 2D and 3D options, plus Graphic Design (AAS), Interior Design (AAS), Photography (AAS), and Digital Filmmaking/Media. Current Fine Arts studios are listed as Ceramics, Drawing/Painting, Printmaking, and Sculpture only — no jewelry/metals studio.","A dedicated jewelry/metals/metalsmithing program is no longer present in SFCC's catalog, program directory, or Fine Arts studio listing (current studios: ceramics, drawing/painting, printmaking, sculpture). SFCC has a documented history of cutting vocational/craft courses deemed obsolete (e.g., printing, watch repair), and its Fine Arts building was slated for demolition around 2022. This is consistent with the metals/jewelry offering having been discontinued sometime after the directory went offline (~2014), though I could not locate a specific announcement, date, or named former faculty to confirm the exact timing or mechanism (course-by-course attrition vs. formal program closure). CAUTION: web searches repeatedly surface a 'Jewelry/Metal Arts' program at sfcc.edu — that is Santa Fe Community College, a different institution that shares the SFCC acronym, and does NOT belong to Spokane Falls (sfcc.spokane.edu, formerly spokanefalls.edu).",https://sfcc.spokane.edu/What-to-Study/Programs,medium,verify-failed,https://sfcc.spokane.edu/What-to-Study/Programs | https://en.wikipedia.org/wiki/Spokane_Falls_Community_College | https://catalog.spokane.edu/CoursesAndPrograms/Default.aspx | https://www.historylink.org/File/21171,2026-05-29,,
70,crafts/metalsdirectorypage/s183.html,St. Norbert College,,"B.A, B.S",http://www.temple.edu/crafts/metalsdirectorypage/s183.html,,no,St. Norbert College — Art Program (Studio Art / Graphic Design / Art Education concentrations),"Not confirmed. Current art faculty named on the department site include Brandon Bauer, Bill Bohne, Daniel Dickhut, Abbey Gagne, John Gordon, Jim Neilson, Charles Peterson, Brian Pirman, Marilyn Stasiak, and Michael Wartgow; no chair could be verified from public pages.","St. Norbert offers a Bachelor of Arts (BA) in Art with concentrations in Studio Art, Graphic Design, and Art Education, plus a graphic-design minor and an Arts Management Certificate. The program sits in the Art discipline within the college's Arts & Sciences / Visual & Performing Arts area. No standalone metals/jewelry/metalsmithing degree, concentration, or course area is listed in current materials.","The archived ""metals program"" entry appears to be a miscoding of a general art-department figure rather than a true metals/jewelry program. The listed faculty contact, Donald P. Taylor (archive: ""1984 to present""), was in fact St. Norbert's galleries director, art curator, and adjunct associate professor of art from 1984 — a sculptor and ceramist, not a metalsmith. He retired in 2011 (granted Director of Galleries and Curator Emeritus). Since ~2014 the St. Norbert art program has continued as a BA with Studio Art, Graphic Design, and Art Education concentrations; there is no evidence of a dedicated metals/jewelry program existing now or being closed/merged — most likely it never was a distinct metals program, and the directory entry reflects a small liberal-arts art department whose key contact (Taylor) departed in 2011.",https://art.knight.domains/information-for-majors/,medium,verify-failed,https://art.knight.domains/information-for-majors/ | https://art.knight.domains/ | https://www.snc.edu/art/ | https://blog.sl.edu/news/slc-names-art-gallery-for-green-bay-s-donald-p-taylor,2026-05-29,,
71,crafts/metalsdirectorypage/s184.html,State University College at Buffalo,,"B.S, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s184.html,,merged-renamed,"Metals/Jewelry concentration, Art and Design Department, SUNY Buffalo State University (Buffalo State College)","Candace P. Masters, M.F.A. — Chair and Associate Professor of the Art & Design Department (department chair; no specific metals/jewelry program head publicly named on the current site)","Active. Metals/Jewelry is offered as a concentration within the Art and Design B.F.A. and B.A. degrees, plus a Design minor and a separate Jewelry Arts Certificate. Sits in the Art & Design Department (Upton Hall 402). NASAD-accredited. Curriculum includes traditional plus digital fabrication technologies (CAD/CAM-adjacent).","Continuation under an institutional rename. ""State University College at Buffalo"" is the formal historic name for what is publicly known as Buffalo State College; it was rebranded as ""SUNY Buffalo State University"" (university designation granted ~2023). The metals/jewelry program continued through this period and remains an active, NASAD-accredited concentration. It was reorganized into the consolidated ""Art and Design"" degree structure (formerly a standalone Design Department / separate art degrees), with metals/jewelry now a concentration within the Art and Design B.F.A./B.A. rather than a freestanding major.",https://artdesign.buffalostate.edu/metalsjewelry,high,verify-failed,https://artdesign.buffalostate.edu/metalsjewelry | https://ecatalog.buffalostate.edu/undergraduate/major-minor-programs/art-design-bfa/metals-jewelry-concentration/ | https://suny.buffalostate.edu/programs/bpid/585 | https://artdesign.buffalostate.edu/faculty-staff | https://suny.buffalostate.edu/programs/metalsjewelry,2026-05-29,active-with-dedicated-faculty,"Tara J. Nahabetian (Associate Professor and Program Coordinator, Metals/Jewelry); Stephen F. Saracino (Professor, Metals/Jewelry)"
72,crafts/metalsdirectorypage/s186.html,State University of New York at Brockport,,"B.S, B.A, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s186.html,,merged-renamed,"Department of Art (Art-Studio Major), SUNY Brockport","Christian Carson (Art Department chair, 2024-2025)","No standalone metals/jewelry concentration remains. The Art-Studio major (BA, BS, and BFA in Art) offers concentrations in Ceramics, Drawing, Graphic Design, Painting, Photography, and Sculpture. Metalworking now survives only as metal fabrication within the Sculpture concentration (welding, gas forge, plasma cutter facilities), not as a dedicated metals/jewelry or CAD-CAM program. Sits within the Department of Art, College of Arts and Sciences (Fine Arts).","The dedicated metals/jewelry program was built and led by Thomas R. Markusen, who established the metal studio and taught sculpture and metal/jewelry from 1968 to 1998 (the archive's 'to present' is outdated; he retired in 1998). Albert Paley taught there roughly 1972-1984. After Markusen's 1998 retirement the distinct metals/jewelry program was not continued as its own area; metalwork was absorbed into the Sculpture concentration. By the current catalogs (2021-2025) the art major lists only Ceramics, Drawing, Graphic Design, Painting, Photography, and Sculpture concentrations. No standalone metals/jewelry/CAD-CAM program exists today; active SUNY metals/jewelry instruction now lives at SUNY Buffalo State, not Brockport. Current Art Dept chair is Christian Carson.",https://www.brockport.edu/academics/art/,medium,verify-failed,https://www.brockport.edu/academics/art/ | https://www.brockport.edu/academics/art/major-minor/ | https://brockport.academicworks.com/donors/thomas-r-and-mary-p-markusen | https://www.brockport.edu/academics/art/facilities/ | https://www.brockport.edu/academics/art/sculpture/ | https://www.brockport.edu/academics/art/directory | https://westsidenewsny.com/features/2019-02-18/albert-paley-american-modernist-metal-sculptor/,2026-05-29,active-no-dedicated-metals-faculty,
73,crafts/metalsdirectorypage/s187.html,State University of New York at Geneseo,,B.A,http://www.temple.edu/crafts/metalsdirectorypage/s187.html,,no,N/A — no metals/jewelry program; Art History department only remains,Art History department — Alla Myzelev (Professor and Chair). There is no metals/jewelry program head; the area no longer exists.,"No studio art, metals, or jewelry degree. The Studio Art major/department was discontinued effective the 2013–2014 academic year. The campus now offers only Art History (B.A. and minors, including Museum Studies), housed in the Department of Art History (Brodie Hall). Hands-on jewelry/metalsmithing courses no longer offered.","The archived faculty member Patrice (E.) Case taught studio art, jewelry, and metalsmithing (notably niello). At the start of the 2013–2014 academic year, SUNY Geneseo discontinued the Studio Art department/major (alongside Computer Science and Speech Pathology). Student journalism in subsequent years (e.g., a 2019 piece ""Fulfilling the Absence of Art at SUNY Geneseo"") lamented the absence of a studio art program and called for its restoration; it was not restored. Patrice E. Case is now listed among SUNY Geneseo's emeritus faculty (retired). Only the Department of Art History (academic study, not studio practice) continues, currently chaired by Alla Myzelev. So the metals/jewelry program effectively closed circa 2013–2014 with the elimination of studio art and has not been revived.",https://www.geneseo.edu/art_history,high,verify-failed,https://morrison.sunygeneseoenglish.org/2019/04/27/fulfilling-the-absence-of-art-at-suny-geneseo/ | https://thelamronarchive.squarespace.com/posts/2013/02/07/spotlight-on | https://www.geneseo.edu/president/emeritus | https://www.geneseo.edu/art_history/faculty-staff/ | https://www.geneseo.edu/academic-program-finder/,2026-05-29,,
74,crafts/metalsdirectorypage/s188.html,State University of New York at New Paltz,1957,"B.F.A, M.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s188.html,,yes,"Metal Program, Department of Art (School of Fine & Performing Arts), SUNY New Paltz","Prof. Myra Mimlitsch-Gray (Metal Program Director). Other faculty: Associate Prof. Lynn Batchelder, Instructional Support Technician Adam Mastropaolo, Visiting Faculty Amelia Toelke; Jamie Bennett is Professor Emeritus.","Active and thriving. Sits in the Department of Art within the School of Fine & Performing Arts. Degrees: MFA in Studio Art (Metal area, full-time two-year program); plus BFA and BA/BS Visual Arts with a concentration in Metal. Among the largest graduate metal programs in the US; ranked #1 Metal MFA at a public university by U.S. News & World Report. ~10,000 sq ft metal studio (casting, enameling, electroforming, etching, patination, laser cutting, welding, blacksmithing).","Continuation with leadership continuity. Myra Mimlitsch-Gray (faculty since 1993, listed in the archived record) remains program director through 2026. Jamie Bennett (archived as ""1985 to present"") has since retired and is now Professor Emeritus. Lynn Batchelder joined as ongoing faculty. Mimlitsch-Gray received the 2018 SUNY Chancellor's Award for Excellence in Scholarship and Creative Activities and delivered a Yale Art Gallery symposium lecture in 2022. No closure, merger, or rename; the program remains a nationally renowned center for metals/jewelry.",https://www.newpaltz.edu/fpa/art/metal/,high,not-needed,https://www.newpaltz.edu/fpa/art/metal/ | https://www.newpaltz.edu/fpa/art/metal/about/overview/ | https://www.newpaltz.edu/fpa/art/metal/showcase/faculty/ | https://www.newpaltz.edu/fpa/mfa/areas-of-study/metal/ | https://catalog.newpaltz.edu/graduate/fine-performing-arts/art/mfa-art/ | https://artjewelryforum.org/schools/state-university-of-new-york-at-new-paltz/ | https://sites.newpaltz.edu/news/2022/11/myra-mimlitsch-gray-yale-art-gallery-symposium/,2026-05-29,active-with-dedicated-faculty,Myra Mimlitsch-Gray (Professor and Head of the Metal Program); Lynn Batchelder (Assistant/Associate Professor of Metal (also Chair of Dept. of Art)); Adam Mastropaolo (Instructional Support Technician); Amelia Toelke (Visiting Faculty); Jamie Bennett (Professor Emeritus)
75,crafts/metalsdirectorypage/s19.html,California State University - Fullerton,,"B.F.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s19.html,,yes,"Jewelry and Metals concentration, Department of Visual Arts (College of the Arts)","Department of Visual Arts chair: Michelle Murillo. Jewelry/Metals area program coordinator: Christina Y. Smith (Professor of Art, silversmith; MA San Diego State).","Active. Offered as a ""Jewelry and Metals"" concentration within the B.F.A. in Art, and as a ""Crafts (Jewelry/Metalsmithing and Woodworking)"" concentration within the M.A. and M.F.A. in Art. Sits in the Department of Visual Arts, College of the Arts.","Continuation. The program has remained active since ~2014 with no closure, merger, or rename. It continues to offer undergraduate (BFA Jewelry and Metals) and graduate (MA/MFA Crafts incl. Jewelry/Metalsmithing) degrees through the Department of Visual Arts. Christina Smith remains the longtime metals faculty/area coordinator; department chair is now Michelle Murillo. Current catalog listings (2024-2025/2025-2026) and active MFA application deadline of Feb 1, 2026 confirm ongoing operation.",https://www.fullerton.edu/arts/art/students/areas_of_study/,high,not-needed,https://catalog.fullerton.edu/preview_program.php?catoid=61&poid=28520 | https://catalog.fullerton.edu/preview_program.php?catoid=80&poid=38040 | https://catalog.fullerton.edu/preview_program.php?catoid=61&poid=28536 | https://www.fullerton.edu/arts/art/students/areas_of_study/ma-mfa-in-art.php | https://www.fullerton.edu/arts/art/about_us/faculty_staff/ | https://www.craftinamerica.org/artist/christina-smith/,2026-05-29,active-with-dedicated-faculty,"Christina Smith (Professor of Art; Area Coordinator, Jewelry and Metals)"
76,crafts/metalsdirectorypage/s190.html,"Studio Jewelers, Ltd.",1979,Certificate,http://www.temple.edu/crafts/metalsdirectorypage/s190.html,,yes,Studio Jewelers Ltd.,Robert Streppone (Founder and Director),"Independent licensed/accredited jewelry trade school (not a degree-granting college, no academic department). Offers certificate/clock-hour vocational training programs: Comprehensive Jewelry Training (720-hour and 360-hour full-time options), plus shorter courses in Basic Jewelry Making (36 hr), Jewelry Repair (72 hr), Diamond Setting I & II (72 hr each), Wax Modeling/Casting/Molds (72 hr), Jewelry Design/Rendering (30 hr), Pearl/Bead Stringing (8 hr), and Open Workshop. No academic degrees (no BFA/MFA); it is a standalone trade school, not part of a university.","Continuation, unchanged leadership. The school has operated continuously since 1979 and remains active in 2026 at 32 E 31st St, Floor 3, New York, NY 10016 (midtown Manhattan). Tuition schedule was updated effective September 1, 2024, confirming ongoing operation. Founder Robert Streppone is still Founder and Director — the same person listed in the archived record as faculty since 1979 (""to present""). No closure, merger, or rename has occurred. It remains licensed by the NYS Education Dept., accredited by ACCSC, and approved by the US Dept. of Education. Current faculty also includes Hiroko M. Streppone, Michiyo Fujiwara, and Boris Goynatsky.",https://studiojewelersltd.com/,high,not-needed,https://studiojewelersltd.com/ | https://studiojewelersltd.com/faculty/ | https://studiojewelersltd.com/courses/ | https://www.jewelers.org/jewelry-careers/jewelry-schools-directory/studio-jewelers-ltd | https://www.yelp.com/biz/studio-jewelers-new-york,2026-05-29,active-with-dedicated-faculty,Robert Streppone (Founder and Director); Hiroko M. Streppone (Instructor); Michiyo Fujiwara (Instructor); Boris Goynatsky (Instructor)
77,crafts/metalsdirectorypage/s194.html,Syracuse University,,,http://www.temple.edu/crafts/metalsdirectorypage/s194.html,,merged-renamed,Jewelry and Metalsmithing (intensive within Studio Arts B.F.A./B.S./M.F.A.) and Jewelry and Metalsmithing minor,"Program coordinator reported as Robert Wysocki (rjwysock@syr.edu); Chris Wildrick listed as Studio Arts ""Area Lead."" Specific jewelry/metals coordinator not definitively confirmed on the official program page.","The metals/jewelry program still operates, but is no longer a standalone degree. It now exists as: (1) a Jewelry and Metalsmithing intensive/concentration within the Studio Arts B.F.A. (and B.S.); (2) a Jewelry and Metalsmithing undergraduate minor (18 credits); and (3) a track within the Studio Arts M.F.A. It sits in the School of Art within the College of Visual and Performing Arts (VPA). Facilities are in the Comstock Art Facility (ComArt).","Continuation with structural change. The historic Syracuse metals program (Pulos/Jerry/Marshall lineage) persisted as a degree offering for decades. In 2024 Syracuse University announced elimination of 93 academic ""offerings,"" and the standalone Bachelor's degree program in Jewelry and Metalsmithing was among those cut (the 93 programs collectively enrolled only ~258 students, ~1.2% of enrollment). However, the university stated no positions or departments were eliminated and that courses and minors would continue. Jewelry/metalsmithing thus continues today as an intensive within the Studio Arts B.F.A., as a standalone minor, and as a track within the Studio Arts M.F.A. — i.e., the standalone-major was folded into the broader Studio Arts degree rather than the area being closed.",https://vpa.syracuse.edu/academics/art/programs/studio-arts-bfa/,high,verify-failed,https://vpa.syracuse.edu/academics/art/programs/studio-arts-bfa/ | https://wrrv.com/syracuse-cuts-93-academic-programs/ | https://coursecatalog.syracuse.edu/undergraduate/visual-performing-arts/art/jewelry-metalsmithing-minor/ | https://coursecatalog.syracuse.edu/graduate/visual-performing-arts/art/studio-arts-mfa/ | https://vpa.syracuse.edu/academics/art/undergraduate/studio-arts-bfa/about-jewelry-metalsmithing,2026-05-29,active-no-dedicated-metals-faculty,
